Ruta;Descripción;Km por Viaje;Tarifa Vigente
;HEREDIA-SANTA BARBARA-GUACHIPELINES-CATALINA;13,8;310
;HEREDIA-SAN PEDRO-CALLE SEGURA;7,2;245
;HEREDIA-SAN PEDRO-CALLE CINCO ESQUINAS;6,15;245
;HEREDIA-SAN PEDRO-CALLE SOLIS;7,7;245
;HEREDIA-SAN PEDRO-CALLE BOTADERO;5,5;245
;BARVA-BARRIO JESUS;5,3;245
;SANTA BARBARA-LA MAQUINA-SAN PEDRO-BARVA;7,2;245
;HEREDIA-BARVA-CEMENTERIO;3,2;240
;TARIFA MINIMA;0;240
;;;
433;HEREDIA-SAN JOSE DE LA MONTAÑA-PASO LLANO;(GPS);
;HEREDIA-PASO LLANO;12,74;660
;HEREDIA-SAN MIGUEL;9,9;365
;HEREDIA-CALLE GALLITO;8,49;365
;HEREDIA-EL INVU;8,49;360
;HEREDIA-BUENA VISTA;7,82;360
;HEREDIA-SAN JOSE DE LA MONTAÑA;7,65;360
;HEREDIA-EL CRISTO;6,65;360
;HEREDIA-LA PLAZA;7,2;360
;HEREDIA-RECIBIDOR-COOPELIBERTAD;6,08;360
;HEREDIA-CALLE LOS ESPINOS;5,47;355
;HEREDIA-ESCUELA;6,1;290
;SERVICIOS INTER BARRIOS;5,55;290
;HEREDIA-EL PUENTE;5,13;270
;HEREDIA-CRUCE A BUENA VISTA;4,91;270
;HEREDIA-SAN PABLO (BENEFICIO);4,07;270
;SAN JOSE DE LA MONTAÑA-BARVA;4,7;270
;HEREDIA-BARVA;2,95;255
;TARIFA MINIMA;0;255
;;;
434;HEREDIA-SAN RAFAEL-MONTE DE LA CRUZ-CONCEPCION-SAN ISIDRO;(GPS);
;HEREDIA-MONTECILLOS (CHORRERAS);11,75;565
;HEREDIA-MONTE DE LA CRUZ;10,6;565
;HEREDIA-BRASILIA;10,1;415
;HEREDIA-KITIMAR;8,3;415
;HEREDIA-LOS ANGELES;7,3;340
;HEREDIA-SAN ISIDRO;7,85;390
;HEREDIA-CONCEPCIÓN (IGLESIA);;380
;SAN RAFAEL-MONTE DE LA CRUZ;;415
;SAN RAFAEL-BRASILIA;5,6;295
;SAN RAFAEL-KITIMAR;3,8;295
;TARIFA MINIMA;0;250
;;;
436;HEREDIA-SAN ISIDRO, SAN JOSE-SAN ISIDRO x PISTA Y ANGELES;(GPS);
;SAN JOSE-CONCEPCION DE SAN RAFAEL DE HEREDIA;16,05;445
;SAN JOSE-SAN ISIDRO DE HEREDIA x SANTA ELENA;17,15;445
;SAN JOSE-SAN ISIDRO DE HEREDIA x LOS ANGELES;13,8;410
;SAN JOSE-SAN JOSECITO;14,99;410
;SAN JOSE-SANTA ELENA;13;410
;HEREDIA-SAN ISIDRO;7,98;295
;HEREDIA-SAN FRANCISCO;5,39;270
;HEREDIA-SAN PABLO;3,32;270
;SAN ISIDRO-LOS ANGELES-SAN MIGUEL;8,54;280
;SAN ISIDRO-SAN LUIS;6,31;280
;SAN ISIDRO-SAN PABLO;4,66;270
;SAN ISIDRO DE HEREDIA-SANTA ELENA;3,9;270
;TARIFA MINIMA;0;195
;;;
437;HEREDIA-SAN PABLO;(GPS);
;HEREDIA-SAN PABLO;4,74;265
;;;
438;HEREDIA-SANTO DOMINGO-SANTA ROSA Y RAMALES;;
;HEREDIA-SANTO DOMINGO;7;310
;HEREDIA-SANTO DOMINGO-YURUSTI-LA QUINTANA-LA PACIFICA-BARRIO SAN MARTIN;7,65;310
;CASERIO RINCON DE RICARDO;3,69;310
;;;
440;HEREDIA-LAGUNILLA-BARRIAL;;
;HEREDIA-LAGUNILLA-BARREAL;7,05;140
;;;
441;URBANO DE RIO FRIO;;
;RIO FRIO-FINCAS 1 Y 2-TAPAVIENTO;11;245
;RIO FRIO-FINCAS 7, 8 Y 10;8,5;185
;;;
447;HEREDIA-LOS LAGOS (BUSETAS);;
;HEREDIA-LOS LAGOS;5,2;240
;;;
448;URBANO DE PUERTO VIEJO;(GPS);
;PUERTO VIEJO-ACHIOTE;27,27;1840
;PUERTO VIEJO-SAN JULIAN;25,22;1500
;PUERTO VIEJO-OROPEL;39,35;1280
;PUERTO VIEJO-FINCA GEEST;;1235
;PUERTO VIEJO-LAS MARIAS;18,52;1090
;PUERTO VIEJO-ZAPOTE;17,76;1060
;PUERTO VIEJO-COLONIA SAN JOSE;17,97;1060
;PUERTO VIEJO-MALINCHE;12,82;935
;PUERTO VIEJO-NOGAL-GUAYACAN;11,77;885
;PUERTO VIEJO-ROBLE-COCOBOLO;12,55;885
;PUERTO VIEJO-GUAPINOL-COYOL;9,68;690
;PUERTO VIEJO-DEVA 2;6;555
;PUERTO VIEJO-CRUCE NOGAL-GUAYACAN;4,45;390
;PUERTO VIEJO-LOS NARANJALES;3,12;270
;PUERTO VIEJO-COMANDO;1,9;245
;PUERTO VIEJO-SAN VICENTE;34,83;2120
;LA VIRGEN-SAN VICENTE;17,45;1680
;PUERTO VIEJO-LA VIRGEN;17,38;540
;URBANO DE PUERTO VIEJO DE SARAPIQUI;0;355
;;;
;PROVINCIA DE GUANACASTE;;
;;;
500;SAN JOSE-LIBERIA (SERVICIO REGULAR);(GPS);
;SAN JOSE-LIBERIA;217,69;4005
;;;
500 SD;SAN JOSE-LIBERIA (SERVICIO DIRECTO);(GPS);
;SAN JOSE-LIBERIA;217,69;4005
;;;
500 A SD;SAN JOSE-PLAYAS DEL COCO (SERVICIO DIRECTO);;
;SAN JOSE-PLAYAS DEL COCO;270;4770
;;;
525;LIBERIA-SARDINAL-PLAYAS DEL COCO;(GPS);
;LIBERIA-PLAYAS DEL COCO;37,16;685
;LIBERIA-SARDINAL;28,85;490
;LIBERIA-LLANO GRANDE;18,77;240
;TARIFA MINIMA;0;165
;;;
501;SAN JOSE-CAÑAS (SERVICIO REGULAR);(GPS);
;SAN JOSE-CAÑAS (SERVICIO REGULAR);171,64;2980
;;;
501 SD;SAN JOSE-CAÑAS (SERVICIO DIRECTO);(GPS);
;SAN JOSE-CAÑAS (SERVICIO DIRECTO);171,64;2980
;;;
502;SAN JOSE-TILARAN;(GPS);
;SAN JOSE-TILARAN;193,065;4100
;;;
1510;SAN JOSE-UPALA x CAÑAS (SERVICIO REGULAR);(GPS);
;SAN JOSE-UPALA x CAÑAS;237;4610
;CAÑAS-SAN JOSE;170,5;3055
;CAÑAS-UPALA;67,24;1650
;CAÑAS-BIJAGUA;40,68;975
;BIJAGUA-UPALA;26,56;680
;;;
1510 SD;SAN JOSE-UPALA x CAÑAS (SERVICIO DIRECTO);(GPS);
;SAN JOSE-UPALA x CAÑAS;237;4610
;;;
1508;SAN JOSE-UPALA x GUATUSO;(GPS);
;SAN JOSE-UPALA x GUATUSO;211;4780
;CIUDAD QUESADA-SAN JOSE;98,52;2045
;GUATUSO-FLORENCIA;66,98;1845
;CIUDAD QUESADA-NARANJO;47,79;980
;UPALA-GUATUSO;38,3;1250
;FLORENCIA-CIUDAD QUESADA;9,2;300
;;;
501 A;SAN JOSE-SANTA CECILIA DE UPALA x LIBERIA;;
;SAN JOSE-SANTA CECILIA DE UPALA x LIBERIA;284,1;4070
;SAN JOSE-LA CRUZ;256,3;4070
;LIBERIA-LA CRUZ;54,3;905
;LA CRUZ-SANTA CECILIA;27,8;500
;;;
PERMISO;CIUDAD QUESADA-PEÑAS BLANCAS;;
;PEÑAS BLANCAS-CIUDAD QUESADA;217,72;3615
;PEÑAS BLANCAS-GUATUSO;141,54;2160
;PEÑAS BLANCAS-UPALA;103,24;1685
;PEÑAS BLANCAS-SAN JOSE DE UPALA;86,72;1415
;PEÑAS BLANCAS-BIRMANIA;69,42;1135
;PEÑAS BLANCAS-SANTA CECILIA;48,77;795
;;;
PERMISO;CIUDAD QUESADA-PEÑAS BLANCAS;;
;PEÑAS BLANCAS-CIUDAD QUESADA;217,72;3615
;PEÑAS BLANCAS-GUATUSO;141,54;2160
;PEÑAS BLANCAS-UPALA;103,24;1685
;PEÑAS BLANCAS-SAN JOSE DE UPALA;86,72;1415
;PEÑAS BLANCAS-BIRMANIA;69,42;1135
;PEÑAS BLANCAS-SANTA CECILIA;48,77;795
;;;
510;SAN JOSE-BAGACES;(GPS);
;SAN JOSE-BAGACES-AGUAS CLARAS;237,01;3770
;;;
510 A;SAN JOSE-BAGACES-AGUAS CLARAS;(GPS);
;SAN JOSE-BAGACES-AGUAS CLARAS;237,01;3725
;;;
515;SAN JOSE-UPALA x SAN CARLOS;(GPS);
;SAN JOSE-UPALA x SAN CARLOS;211;4780
;CIUDAD QUESADA-SAN JOSE;98,52;2045
;GUATUSO-FLORENCIA;66,98;1845
;CIUDAD QUESADA-NARANJO;47,79;980
;UPALA-GUATUSO;38,3;1250
;FLORENCIA-CIUDAD QUESADA;9,2;275
;;;
515;SAN JOSE-UPALA x CAÑAS (SERVICIO REGULAR);(GPS);
;SAN JOSE-UPALA x CAÑAS;237;4710
;CAÑAS-SAN JOSE;170,5;3125
;CAÑAS-UPALA;67,24;1680
;CAÑAS-BIJAGUA;40,68;1000
;BIJAGUA-UPALA;26,56;700
;;;
515 SD;SAN JOSE-UPALA x CAÑAS (SERVICIO DIRECTO);(GPS);
;SAN JOSE-UPALA x CAÑAS;237;4605
;;;
503;SAN JOSE-NICOYA-TAMARINDO-CARTAGENA-PORTEGOLPE   x INTERAMERICANA;(GPS);
;SAN JOSE-NICOYA   x INTERAMERICANA;293,55;5610
;SAN JOSE-NICOYA   x INTERAMERICANA              (REFUERZOS O EXTRAS);293,55;5610
;SAN JOSE-FILADELFIA   x INTERAMERICANA;240,81;5020
;SAN JOSE-LIBERIA   x INTERAMERICANA;207,59;3395
;  EXT SAN JOSE-PLAYA TAMARINDO   x BELEN x INTERAMERICANA;300,1;5830
;SAN JOSE-NICOYA   x PUENTE;208,9;4045
;  EXT SAN JOSE-HOJANCHA   x PUENTE;206,1;4000
;  EXT SAN JOSE-PLAYA SAMARA   x PUENTE;250,75;4620
;  EXT SAN JOSE-NOSARA   x PUENTE;267,15;4970
;;;
503 A;SAN JOSE-SANTA CRUZ   x INTERAMERICANA;(GPS);
;SAN JOSE-SANTA CRUZ   x INTERAMERICANA;268,9;5495
;SAN JOSE-SANTA CRUZ   x INTERAMERICANA                                 (REFUERZOS O EXTRAS);268,9;5495
;SAN JOSE-FILADELFIA   x INTERAMERICANA;240,81;4915
;  EXT SAN JOSE-PLAYA FLAMINGO;293,675;6290
;  EXT SAN JOSE-PLAYA FLAMINGO              (REFUERZOS O EXTRAS);293,675;6290
;  EXT SAN JOSE-PLAYA JUNQUILLAL;304,675;5810
;  EXT SAN JOSE-PLAYA JUNQUILLAL              (REFUERZOS O EXTRAS);304,675;5810
;  EXT SAN JOSE-PLAYA TAMARINDO   x SANTA CRUZ;315,75;5730
;  EXT SAN JOSE-PLAYA TAMARINDO   x SANTA CRUZ              (REFUERZOS O EXTRAS);315,75;5730
;;;
570;SAN JOSE-PLAYA PANAMA;(GPS);
;SAN JOSE-PLAYA PANAMA;253,4;5455
;;;
504;SAN JOSE-LAS JUNTAS DE ABANGARES;(GPS);
;SAN JOSE-LAS JUNTAS DE ABANGARES;151,3;1910
;SAN JOSE-LA IRMA;157,78;1855
;SAN JOSE-RANCHO ANIA;140;1670
;SAN JOSE-CRUCE A SARDINAL;115;1610
;SAN JOSE-CRUCE A MIRAMAR;107;1500
;SAN JOSE-CRUCE A BARRANCA;97,4;1370
;SAN JOSE-ESPARZA;90;1235
;SAN JOSE-SAN RAMON;60,26;930
;SAN JOSE-PALMARES;55;810
;TARIFA MINIMA;0;190
;;;
559;LAS JUNTAS DE ABANGARES-CAÑAS;(GPS);
;LAS JUNTAS-CAÑAS;33,7;710
;LAS JUNTAS-LA JABILLA;27;575
;LAS JUNTAS-SAN MIGUEL;23,68;415
;LAS JUNTAS-LIMONAL;11;325
;LAS JUNTAS-LA IRMA;6,6;210
;TARIFA MINIMA;0;195
;;;
560;LAS JUNTAS DE ABANGARES-LA IRMA-COLORADO;(GPS);
;  EXT LAS JUNTAS-CEMENTOS DEL PACIFICO;43,37;995
;  EXT LAS JUNTAS-SAN BUENAVENTURA;35,44;810
;LAS JUNTAS-COLORADO;30,13;695
;LAS JUNTAS-SAN JOAQUIN;20,19;440
;LAS JUNTAS-LA PALMA;15,02;325
;LAS JUNTAS-LA IRMA;6,6;195
;;;
581;LAS JUNTAS DE ABANGARES-POROZAL-FERRY;(GPS);
;LAS JUNTAS-FERRY;44,54;875
;LAS JUNTAS-SANTA LUCIA;43,2;760
;LAS JUNTAS-POROZAL;39,43;680
;LAS JUNTAS-TIQUIRUSAS;31,05;625
;LAS JUNTAS-LA CONCHA;29,8;545
;LAS JUNTAS-MONTE POTRERO;25,9;505
;LAS JUNTAS-SAN JOAQUIN;20,19;365
;LAS JUNTAS-LA PALMA;15,02;300
;LAS JUNTAS-LIMONAL;10,3;300
;LAS JUNTAS-MATAPALO;8,6;235
;LAS JUNTAS-LA IRMA;6,6;210
;TARIFA MINIMA;0;180
;;;
582;LAS JUNTAS DE ABANGARES-LA IRMA-POZO AZUL;(GPS);
;LAS JUNTAS-POZO AZUL;22,95;270
;LAS JUNTAS-CRUCE DE POZO;20;195
;LAS JUNTAS-LOURDES;16,54;180
;LAS JUNTAS-ARIZONA;14;160
;LAS JUNTAS-LA IRMA;6,6;95
;TARIFA MINIMA;0;85
;;;
507;LAS JUNTAS DE ABANGARES-PUNTARENAS;;
;LAS JUNTAS-PUNTARENAS;67,6;655
;LAS JUNTAS-BARRANCA;54,1;495
;LAS JUNTAS-MIRAMAR;46,6;425
;LAS JUNTAS-ENTRADA CHOMES;25,8;305
;LAS JUNTAS-LAGARTO;19,7;250
;LAS JUNTAS-ARIZONA;13;190
;LAS JUNTAS-LA TRAMPA;9;135
;;;
565;LAS JUNTAS DE ABANGARES-CAÑITAS-MONTEVERDE;;
;LAS JUNTAS-MONTEVERDE;35;910
;LAS JUNTAS-SANTA ELENA;32,66666667;805
;LAS JUNTAS-SAN RAFAEL;29,55555556;725
;LAS JUNTAS-CAÑITAS;29,55555556;725
;LAS JUNTAS-CANDELARIA;24,88888889;610
;RESERVA MONTEVERDE-SAN RAFAEL;29,55555556;725
;SAN RAFAEL-MONTEVERDE;22,16666667;555
;SANTA ELENA-SAN RAFAEL;14;335
;TARIFA MINIMA;0;125
;;;
625;PUNTARENAS-GUACIMAL-SANTA ELENA DE MONTEVERDE;;
;PUNTARENAS-SANTA ELENA DE MONTEVERDE;83,4;1530
;PUNTARENAS-GUACIMAL;66,2;975
;PUNTARENAS-SARMIENTO;54,2;565
;PUNTARENAS-ENTRADA LAGARTOS;49,1;565
;PUNTARENAS-CRUCE CHOMES;42,4;500
;PUNTARENAS-SARDINAL;25,0745098;445
;PUNTARENAS-CIRUELAS;25,2;350
;PUNTARENAS-CUATRO CRUCES;15,2627451;275
;SANTA ELENA DE MONTEVERDE-LAGARTOS;49,05882353;865
;SAN LUIS-LAGARTOS;43,0627451;760
;  EXT PUNTARENAS-SAN LUIS;77,1;1075
;;;
675;SAN JOSE-MONTEVERDE;;
;SAN JOSE-MONTEVERDE;166,5;2905
;;;
698;PUNTARENAS-SARDINAL-GUACIMAL;;
;PUNTARENAS-SARDINAL-GUACIMAL;60,8;825
;;;
507;LAS JUNTAS DE ABANGARES-PUNTARENAS;;
;LAS JUNTAS-PUNTARENAS;67,6;650
;LAS JUNTAS-BARRANCA;54,1;495
;LAS JUNTAS-MIRAMAR;46,6;415
;LAS JUNTAS-ENTRADA CHOMES;25,8;300
;LAS JUNTAS-LAGARTO;19,7;240
;LAS JUNTAS-ARIZONA;13;190
;LAS JUNTAS-LA TRAMPA;9;130
;;;
565;LAS JUNTAS DE ABANGARES-CAÑITAS-MONTEVERDE;;
;LAS JUNTAS-MONTEVERDE;35;845
;LAS JUNTAS-SANTA ELENA;32,66666667;750
;LAS JUNTAS-SAN RAFAEL;29,55555556;670
;LAS JUNTAS-CAÑITAS;29,55555556;670
;LAS JUNTAS-CANDELARIA;24,88888889;570
;RESERVA MONTEVERDE-SAN RAFAEL;29,55555556;670
;SAN RAFAEL-MONTEVERDE;22,16666667;510
;SANTA ELENA-SAN RAFAEL;14;315
;TARIFA MINIMA;0;115
;;;
583;CAÑAS-LA LIBERTAD-HOTEL;;
;CAÑAS-LA LIBERTAD-HOTEL;10,2;435
;;;
583;CAÑAS-LIBERTAD-HOTEL-HIGUERON-4 ESQ.-JAB.-P. LAJAS;;
;CAÑAS-LIBERTAD-HOTEL-HIGUERON-4 ESQ.-JAB.-P. LAJAS;18;200
;;;
505;SAN JOSE-PEÑAS BLANCAS (SERVICIO REGULAR);(GPS);
;SAN JOSÉ-PEÑAS BLANCAS;295,5;4780
;SAN JOSÉ-LA CRUZ;276,69;4475
;PEÑAS BLANCAS-LA ANGOSTURA Y VICEVERSA;211,85;3430
;PEÑAS BLANCAS-ESPARZA Y VICEVERSA;205,45;3325
;PEÑAS BLANCAS-CRUCE A BARRANCA Y VICEVERSA;198,05;3205
;PEÑAS BLANCAS-CRUCE A MIRAMAR Y VICEVERSA;188,45;3045
;PEÑAS BLANCAS-CRUCE A SARDINAL Y VICEVERSA;180,45;2915
;PEÑAS BLANCAS-ENTRADA DE CHOMES;172,45;2790
;PEÑAS BLANCAS-LAGARTO Y VICEVERSA;166,3;2695
;PEÑAS BLANCAS-RANCHO HANIA Y VICEVERSA;155,45;2520
;PEÑAS BLANCAS-LA IRMA Y VICEVERSA;151,43;2450
;PEÑAS BLANCAS-LAS JUNTAS DE ABANGARES Y VICEVERSA;144,15;2330
;PEÑAS BLANCAS-CAÑAS Y VICEVERSA;126,94;2055
;PEÑAS BLANCAS-MONTENEGRO Y VICEVERSA;111,63;1805
;PEÑAS BLANCAS-BAGACES Y VICEVERSA;103,69;1675
;PEÑAS BLANCAS-PIJIJE Y VICEVERSA;92,25;1675
;PEÑAS BLANCAS-EL SALTO Y VICEVERSA;87,43;1675
;;;
505 SD;SAN JOSE-PEÑAS BLANCAS (SERVICIO DIRECTO);(GPS);
;SAN JOSE-PEÑAS BLANCAS;295,5;4780
;TARIFA MINIMA;295,5;4780
;;;
506;LIBERIA-PUNTARENAS;(GPS);
;LIBERIA-PUNTARENAS;137,62;2895
;LIBERIA-HOSPITAL MONSEÑOR SANABRIA;128,49;2895
;LIBERIA-BARRANCA;122,24;2895
;LIBERIA-ENTRADA A CHOMES;94,76;2315
;LIBERIA-LAGARTO;88,61;2315
;LIBERIA-LA IRMA;75,61;1950
;LIBERIA-CAÑAS;48,85;1515
;LIBERIA-ENTRADA A BAGACES;26,38;735
;LIBERIA-PIJIJE;14,98;460
;LIBERIA-EL SALTO;10,26;400
;TARIFA MINIMA;0;400
;;;
524;LIBERIA-CAÑAS;(GPS);
;LIBERIA-CAÑAS;49,25;1515
;LIBERIA-MONTENEGRO;33,94;1010
;LIBERIA-BAGACES;26;735
;LIBERIA-PIJIJE;14,56;460
;LIBERIA-EL SALTO;9,74;400
;BAGACES-CAÑAS;23,25;730
;TARIFA MINIMA;0;195
;;;
508;TILARAN-PUNTARENAS;(GPS);
;TILARAN-PUNTARENAS;111,525;1205
;CAÑAS-PUNTARENAS;89,36;825
;TARIFA MINIMA;0;190
;;;
555;CAÑAS-TILARAN;(GPS);
;CAÑAS-TILARAN;22,845;325
;;;
557;TILARAN-TRONADORA;(GPS);
;TILARAN-TRONADORA;9,09;190
;TILARAN-SAN LUIS;5,76;120
;;;
532;TILARAN-NUEVO ARENAL;(GPS);
;TILARAN-NUEVO ARENAL;29,8;540
;TILARAN-AGUACATE;21,5;415
;TILARAN-PIEDRAS;16,9;295
;TARIFA MINIMA;0;130
;;;
509;CAÑAS-UPALA;(GPS);
;CAÑAS-UPALA;67;1655
;CAÑAS-CANALETE;58,57;1480
;CAÑAS-PUEBLO NUEVO;46,06;1135
;CAÑAS-BIJAGUA;40,14;970
;CAÑAS-RIO NARANJO;33,3;745
;CAÑAS-PALMIRA;17,4;510
;BIJAGUA-UPALA;26,86;680
;;;
563;URBANO DE CAÑAS;(GPS);
;URBANO DE CAÑAS;9,985;240
;;;
PERMISO;UPALA-LIBERIA;;
;UPALA-LIBERIA;102,5;1900
;UPALA-BIJAGUA;26,6;580
;UPALA-CANALETE;8,5;145
;UPALA-ROSARIO;4,2;80
;;;
551;LIBERIA-COLONIA LIBERTAD DE UPALA x BAGACES;(GPS);
;LIBERIA-COLONIA LIBERTAD;85,78;1885
;LIBERIA-COLONIA BLANCA;79,06;1730
;LIBERIA-RIO NEGRO;76,2;1540
;LIBERIA-SAN ISIDRO DE AGUAS CLARAS;69,82;1425
;LIBERIA-CRUCE DE AGUAS CLARAS;67,67;1335
;LIBERIA-GUAYABAL;60,61;1200
;LIBERIA-GUAYABO;53,03;960
;LIBERIA-LA ESE;31,11923077;735
;LIBERIA-SAN PEDRO;31,11923077;735
;LIBERIA-SALITRAL;34,91;575
;LIBERIA-BAGACES;26,08;360
;LIBERIA-PIJIJE;12,49;310
;LIBERIA-EL SALTO;9,95;310
;TARIFA MINIMA;0;225
;BAGACES-SAN ISIDRO;43,74;1125
;BAGACES-AGUAS CLARAS;41,59;1015
;BAGACES-GUAYABAL;34,53;825
;BAGACES-GUAYABO;26,95;615
;BAGACES-SAN BERNARDO;16,77;505
;BAGACES-SALITRAL;8,83;270
;BAGACES-LA FORTUNA;21,07;615
;;;
511;JICARAL-BEJUCO;(GPS);
;JICARAL-BEJUCO;56,8;1755
;JICARAL-JABILLO;26,6;1460
;JICARAL-JUAN DE LEON;24;1165
;JICARAL-SAN BLAS;15,9;870
;JICARAL-PLAYA NARANJO;19,4;605
;JICARAL-LA FRESCA;13,9;605
;JICARAL-LEPANTO;10,5;345
;JICARAL-DOMINICAS;5,6;290
;TARIFA MINIMA;0;290
;;;
549;SAN JOSE-PLAYA BEJUCO;(GPS);
;SAN JOSE-PLAYA BEJUCO;290,5;5035
;SAN JOSE-JICARAL;233,7;4050
;;;
549;SAN JOSE-PLAYA BEJUCO x LIBERIA (CASOS DE EMERGENCIA);;
;SAN JOSE-PLAYA BEJUCO x LIBERIA;480;5470
;;;
543;NICOYA-JICARAL-PLAYA NARANJO;(GPS);
;NICOYA-PLAYA NARANJO;83,13;1730
;NICOYA-LEPANTO;73,79;1600
;NICOYA-JICARAL;63,32;1390
;NICOYA-POROSAL;57,22;1190
;NICOYA-PILAS DE CANJEL;53,25;975
;NICOYA-PAVONES;49,43;860
;NICOYA-PUERTO THIEL;45,8;840
;NICOYA-SAN PABLO;44,23;715
;NICOYA-COYAPA;24,85;715
;NICOYA-VIGIA;22,23;715
;NICOYA-PUEBLO VIEJO;15,08;715
;;;
512;SAN JOSE-NANDAYURE-JICARAL x FERRY TEMPISQUE;;
;SAN JOSE-JICARAL;257,2;4395
;SAN JOSE-NANDAYURE;227,2;4045
;;;
542;NICOYA-NANDAYURE;;
;NICOYA-NANDAYURE;37;1005
;NICOYA-SANTA RITA;29;925
;NICOYA-COYAPA;24;500
;NICOYA-VIGIA;21;500
;NICOYA-PUEBLO VIEJO;13;500
;;;
542;NICOYA-NANDAYURE;;
;NICOYA-NANDAYURE;37;970
;NICOYA-SANTA RITA;29;895
;NICOYA-COYAPA;24;485
;NICOYA-VIGIA;21;485
;NICOYA-PUEBLO VIEJO;13;485
;;;
564;HOJANCHA-LA MARAVILLA-STA MARTA-PTO CARRILLO-SAMARA;(GPS);
;HOJANCHA-PUERTO CARRILLO;33,79;455
;HOJANCHA-ESTRADA;29,12;365
;HOJANCHA-CUESTA TABACO;25,28;340
;HOJANCHA-SANTA MARTA;21,44;325
;HOJANCHA-BETANIA;16;275
;HOJANCHA-SAN MIGUEL;13,44;260
;HOJANCHA-LAJAS;11,52;245
;HOJANCHA-SAN RAFAEL;7,68;170
;HOJANCHA-LA MARAVILLA ;4,96;125
;HOJANCHA-CUESTA BLANCA ;3,84;105
;;;
567;NANDAYURE-RIO ORO-SAN PEDRO-EL CARMEN;;
;NANDAYURE-EL CARMEN;40;1065
;NANDAYURE-SAN PEDRO;29,35779817;750
;;;
575;NANDAYURE-PORVENIR-LOS ANGELES-QUEBRADA GRANDE;;
;NANDAYURE-QUEBRADA GRANDE;37;1080
;NANDAYURE-LOS ANGELES;33,60550459;935
;NANDAYURE-PORVENIR;22,40366972;635
;;;
513;LIBERIA-SARDINAL-ARTOLA-COLON;;
;LIBERIA-COLON;42;805
;LIBERIA-ARTOLA;36;690
;LIBERIA-SARDINAL;32;470
;LIBERIA-GUARDIA;20;270
;LIBERIA-LLANO GRANDE;15;240
;;;
514;UPALA-SAN JOSE DE UPALA;(GPS);
;UPALA-SAN JOSE DE UPALA;16,4;355
;UPALA-SANTA LUCIA;12,5;290
;UPALA-SANTA CLARA;10,1;240
;UPALA-QUEBRADON;6,4;205
;UPALA-SAN FERNANDO;4,4;145
;;;
514 EXT;UPALA-DOS RIOS-BUENOS AIRES;;
;UPALA-DOS RIOS-BUENOS AIRES;40,12285714;775
;;;
516;SANTA CRUZ-PLAYA POTRERO x BELEN;(GPS);
;SANTA CRUZ-PLAYA POTRERO;73,33;1525
;SANTA CRUZ-PLAYA FLAMINGO;68,07;1295
;SANTA CRUZ-BRASILITO;62,69;1210
;SANTA CRUZ-MATAPALO;54,17;1170
;SANTA CRUZ-HUACAS;49,95;990
;SANTA CRUZ-EL LLANO;46,53;810
;SANTA CRUZ-PORTEGOLPE;43,05;735
;SANTA CRUZ-LORENA;38,77;730
;SANTA CRUZ-CRUCE CARTAGENA;32,4;665
;SANTA CRUZ-COYOLITO;27,41;555
;SANTA CRUZ-SANTA ANA;22,28;425
;SANTA CRUZ-BELEN;18,39;360
;EL LLANO-PLAYA POTRERO;26,8;710
;EL LLANO-PLAYA FLAMINGO;21,54;550
;EL LLANO-BRASILITO;16,16;465
;TARIFA MINIMA;0;245
;;;
517;NICOYA-SANTA ANA-NICARAGÜITA;;
;NICOYA-NICARAGÜITA;14,5;175
;NICOYA-SANTA ANA ;11;150
;NICOYA-ENTRADA A EL PARQUE;11;135
;NICOYA-MATAMBA ARRIBA;11;115
;NICOYA-MATAMBA;7,4;100
;NICOYA-EL PIAVE;5,4;100
;;;
518;NICOYA-QUIRIMAN;;
;NICOYA-QUIRIMAN;13,1;240
;NICOYA-EL ESPABEL;9,1;210
;NICOYA-ENTRADA A EL JOBO;7,6;190
;NICOYA-QUIRIMANCITO;5,9;190
;TARIFA MINIMA;0;90
;;;
520;URBANO DE LIBERIA-MORACIA-SAN ROQUE-CAPULIN;(GPS);
;LIBERIA-SAN ROQUE-CAPULIN;10,2;355
;LIBERIA-MORACIA-CAPULIN;11,2;355
;LIBERIA-AEROPUERTO DANIEL ODUBER;0;495
;;;
526;LIBERIA-QUEDRADA GRANDE-DOS RÍOSDE UPALA-BUENOS AIRES-BRASILIA Y VICEVERSA;(GPS);
;LIBERIA-BRASILIA;70,25;1975
;LIBERIA-BUENOS AIRES;58;1635
;LIBERIA-COLONIA MAYORGA (DOS RIOS DE UPALA);49,5;1395
;LIBERIA-QUEBRADA GRANDE;34,8;885
;LIBERIA-POTRERILLOS;24,6;670
;LIBERIA-LA FLECHA;13,3;515
;LIBERIA-COLORADO;6,2;340
;;;
521;LIBERIA-LA CRUZ-PEÑAS BLANCAS;(GPS);
;LIBERIA-PEÑAS BLANCAS;77,69;1670
;LIBERIA-LA CRUZ;59;1390
;LIBERIA-CUAJINIQUIL;43,78;990
;LIBERIA-SANTA ROSA;33,97;765
;LIBERIA-POTRERILLOS;24,73;585
;LIBERIA-HIRIGARAY;13,48;470
;LIBERIA-COLORADO;6,33;300
;TARIFA MINIMA;0;240
;;;
522;LA CRUZ-SANTA CECILIA-BIRMANIA-EL PROGRESO;(GPS);
;LA CRUZ-EL PROGRESO;54,21;805
;LA CRUZ-BIRMANIA;50,69;765
